Chapters,Favs,Follows,Published,Reviews,Updated,Words,author,characters,genre,language,rating,story_link,synopsis,title,published_mmyy,pairing
1,,, 10/15/2019,2.0,, 192,reviews,,,English,T,https://www.fanfiction.net/s/13410692/1/Lord-Voldemort-and-the-attack-of-the-crumple-horned-Snorcack,Voldemort is getting bored and needs a new enemy. Will the mighty crumple horned snorcack pose an adequate challenge?,Lord Voldemort and the attack of the crumple horned Snorcack,10-2019,
1, 95, 26, 10/15/2019,13.0,," 4,263",reviews,"[Severus S., Hermione G.]",Romance/Humor,English,M,https://www.fanfiction.net/s/13410686/1/UnBecoming-of-a-Lady,(Dash #92)-Sequel to 'The Wizard's Pleasure' (Dash #85)-Severus takes the time to think it over and decides he should definitely repay Miss Granger back for her lavish attentions...so he does.,UnBecoming of a Lady,10-2019,"Severus S., Hermione G."
1, 1, 1, 10/15/2019,2.0,, 119,reviews,"Hermione G., Scabior",Humor/Parody,English,K,https://www.fanfiction.net/s/13410675/1/5-ways-Hermione-Granger-irritates-Scabior,"what can i say? i needed to let off some steam. yep, Hermione and Scabior paid the price.",5 ways Hermione Granger irritates Scabior,10-2019,
1, 53, 24, 10/15/2019,9.0,," 4,409",reviews,"[Hermione G., Theodore N., Harry P.]",Romance,English,M,https://www.fanfiction.net/s/13410657/1/SlumpBuster,"Hermione has a string of bad dates; Theo has just the solution. Slumpbuster: An easy romp, meant to boost your self confidence. Theo x Hermione x Harry",SlumpBuster,10-2019,"Hermione G., Theodore N., Harry P."
1, 9, 12, 10/15/2019,3.0,," 3,733",reviews,"Hermione G., Fred W.",Romance,English,T,https://www.fanfiction.net/s/13410654/1/Mushy-Gushy-Holiday,"Hermione Granger had a problem. Oh man, did she ever have a problem. This problem, however, was much more personal. She had, through the course of time, developed some feelings for a certain red-head. No, not that one. Hermione Granger, ever the masochist, had gone and developed feelings for none other than Fredrick Gideon Weasley. Dammit.",Mushy Gushy Holiday,10-2019,
1, 14, 5, 10/15/2019,1.0,," 1,680",reviews,"Harry P., Hermione G., Draco M.",Humor/Adventure,English,T,https://www.fanfiction.net/s/13410644/1/Goblin-Justice,"The Goblins are angry for the robbery made by Harry, Hermione and Ron, they want payback and Harry falls into their hands. What horror awaits Potter in the hands of the Goblins?",Goblin Justice,10-2019,
9, 10, 23, 10/15/2019,13.0, 10/30/2019," 63,520",Mlle lanie,"[Hermione G., Draco M.]",Romance/Drama,French,M,https://www.fanfiction.net/s/13410639/1/Je-t-haine,Ils se haissaient mais un évènement allait les forcer à s'unir pour le meilleur et pour le pire.,Je t'haine,10-2019,"Hermione G., Draco M."
1, 11, 3, 10/15/2019,3.0,," 8,318",reviews,"[Daphne G., Lucius M.] [Hermione G., Kingsley S.]",Romance/Angst,English,M,https://www.fanfiction.net/s/13410611/1/ice-Cream-Castles,"The Emerald Tiger is a new club built in an Alley between Knockturn and Diagon - three witches decide to randomly visit it to see what all the fuss is about... Or is it? When it is said it caters to all tastes, what does that mean? What happens when long-held secrets are revealed that night.",ice Cream Castles,10-2019,"Daphne G., Lucius M."
7, 13, 29, 10/15/2019,18.0, 1/7," 46,622",OrchidSonata,"Harry P., Regulus B., Ernie M., OC",Mystery,English,T,https://www.fanfiction.net/s/13410583/1/Harry-Potter-and-the-Book-of-Lost-Souls,"Harry Potter thinks he is an ordinary boy - until he meets an honest-to-goodness witch! Soon finding himself enrolled in Hogwarts School of Witchcraft and Wizardry, his dull life is replaced by a magical world of infinite possibilities! But not all is well at Hogwarts; a hidden enemy lurks the vast corridors of the school - one that would see young Harry lose his very soul!",Harry Potter and the Book of Lost Souls,10-2019,
6, 27, 26, 10/15/2019,7.0, 22h," 4,298",Brockster550,Harry P.,Humor,English,T,https://www.fanfiction.net/s/13410569/1/Harry-Potter-And-The-Hilarious-Phenomenons,A series of one-shots of Harry and his friends encountering hilarious phenomenons come to life when certain phrases are spoken. Updates will be occasional. Rating changed to 'T' as of the second one-shot.,Harry Potter And The Hilarious Phenomenons,10-2019,
2, 105, 38, 10/15/2019,19.0,," 13,204",msmerlin13,,Romance,English,T,https://www.fanfiction.net/s/13410559/1/Five-Pound-Note,"How much is a five pound note worth? For Harry, it's bought him a lifetime of happiness with the one witch whose always had his heart.",Five Pound Note,10-2019,
1, 1, 1, 10/15/2019,14.0,, 366,reviews,Morfin G.,Angst,Spanish,T,https://www.fanfiction.net/s/13410557/1/Descendientes,Los herederos de Salazar Slytherin. Los últimos. No puede terminar así.,Descendientes,10-2019,
13, 41, 57, 10/15/2019,35.0, 12/31/2019," 125,189",Excited-Insomniac,,Hurt/Comfort/Romance,English,M,https://www.fanfiction.net/s/13410513/1/Champion,"Nita Linese is a Muggle-born witch for whom Hogwarts is a haven from her mother. This is an AU of Goblet of Fire in which my OC takes Cedric's place in the Triwizard Tournament. OC/Viktor Krum, mostly canon plot, Harry included. COMPLETE",Champion,10-2019,
1, 15, 9, 10/15/2019,2.0,," 1,808",reviews,"George W., Ginny W., Fred W.",Romance,English,M,https://www.fanfiction.net/s/13410498/1/Ginny-in-the-Middle,Incestuous smut! Between siblings! Ginny seeks comfort in the twins' bed(s).,Ginny in the Middle,10-2019,
16, 146, 255, 10/15/2019,36.0, 1/5," 50,370",Arian2423,"Harry P., Hermione G.",Adventure/Romance,English,T,https://www.fanfiction.net/s/13410468/1/One-Misfired-Spell-Later,"Harry is hit by a misfired undoing spell in third year and starts to remember things causing him to flee together with Hermione and a few others, including a godfather he didn't know he had. For Wizarding Britain and Dumbledore in particular old oaths and secrets are now brought to light. Dumbledore bashing, AU. / Story ends at the end of third year.",One Misfired Spell Later,10-2019,
1,,, 10/15/2019,1.0,," 2,605",reviews,"[Oliver W., Lavender B.] Audrey W.",Drama/Romance,English,T,https://www.fanfiction.net/s/13410466/1/Make-Me,What more can be said about the decisions you make due to the actions of those you love? Written for Sing Me A Rare: The Soundtracks for Fairest of the Rare. Song Prompt/Inspiration was 'This Way' by Khalid & H.E.R.,Make Me,10-2019,"Oliver W., Lavender B."
17, 293, 422, 10/15/2019,35.0, 1/6," 90,254",Orion242,"Harry P., Fleur D.",Adventure/Romance,English,T,https://www.fanfiction.net/s/13410462/1/Harry-Potter-and-The-Veela,"AU, Harry Potter was four years old when The Dark Lord attacked, Harry vanquished the Dark Lord but his baby brother takes all the credit. Dark but not evil Harry! Super Powerful&Smart Ravenclaw Harry. Starts with Harry's fourth year. HP/FD",Harry Potter and The Veela,10-2019,
1, 68, 33, 10/15/2019,2.0,," 4,521",reviews,"[Harry P., Tom R. Jr.]",Romance/Angst,English,M,https://www.fanfiction.net/s/13410425/1/Never-letting-her-go,"Harriet's plan to escape goes downhill when she is interrupted by someone unexpected, and the night takes a very surprising turn. Soulmate AU. Female Harry/Tom Riddle Pairing. Rating M. This is mature content.",Never letting her go,10-2019,"Harry P., Tom R. Jr."
17, 17, 40, 10/15/2019,33.0, 12/15/2019," 73,420",Mrs.Drusilla,"[Hermione G., Draco M.] Severus S., Theodore N.",Angst/Drama,Spanish,M,https://www.fanfiction.net/s/13410423/1/In-tenebris-lux-mea,"Hermione J. Granger estaba contra la espada y la pared, debía tomar una decisión que cambiaría su vida para siempre. Draco Malfoy estaba siendo devorado por la oscuridad y el miedo. Una historia alternativa donde Hermione toma las riendas y asume peligros con el fin de proteger a sus seres queridos, sería una Mortifaga y Draco Malfoy tendría que ayudarla.",In tenebris lux mea,10-2019,"Hermione G., Draco M."
1, 21, 10, 10/15/2019,17.0,," 1,085",reviews,"[Ron W., Hermione G.]",Romance,English,T,https://www.fanfiction.net/s/13410417/1/Falling,"Bored Ron, engrossed Hermione and a rainy day. 6th year AU fluff fic based on art by Hello-Sweetie-1994, written for @callieskye.",Falling,10-2019,"Ron W., Hermione G."
1, 15, 23, 10/15/2019,1.0,," 3,059",reviews,"Harry P., Albus D.",Fantasy/Adventure,English,T,https://www.fanfiction.net/s/13410398/1/Rise-of-the-Phoenix,Albus Dumbledore has a little over a year to live. One year to ensure the fall of Voldemort. One year to find if he has to condemn an innocent young man to his death. One year to show the dark lord and the world that Albus Percival Wulfric Brian Dumbledore will not go gently into the night.,Rise of the Phoenix,10-2019,
9, 17, 24, 10/15/2019,9.0, 10/27/2019," 14,315",SlytherinishRavenclaw,"Harry P., Ron W., Hermione G.",Drama/Romance,English,M,https://www.fanfiction.net/s/13410395/1/Altered-Course,"Harry wants to save them all. He wants to fix the past. But to do so he will have to give up something important...What's more important then people's lives? Pairing undecided. Powerful!Harry, Timetravel!Harry",Altered Course,10-2019,
1, 15, 14, 10/15/2019,2.0,, 442,reviews,"[Harry P., Luna L.]",Romance/Friendship,English,T,https://www.fanfiction.net/s/13410367/1/Curse-lifting-kiss,"""The legends say it should be right here…"" Luna mused, using a cutting spell delicately on the Black Forest's vegetation, guiding him, hand in hand.",Curse-lifting kiss,10-2019,"Harry P., Luna L."
1, 7, 6, 10/15/2019,4.0,," 17,895",reviews,"James P., Lily Evans P.",Romance/Humor,Portuguese,M,https://www.fanfiction.net/s/13410360/1/Professor-Potter,"Em que James Potter volta a Hogwarts como professor substituto, e tudo que Lily Evans menos queria era ter que encarar seu ex-namorado quase dois anos depois do término. RA para o Jilytober 2019",Professor Potter,10-2019,
21, 2, 8, 10/15/2019,, 12/22/2019," 33,952",wine witch,,Romance,German,M,https://www.fanfiction.net/s/13410351/1/Awake-Wach,"Nach zwanzig Jahren findet die Direktorin des St. Mungo-Hospitals, Hermione Granger, endlich einen Weg, ihrem Langzeit-Komapatienten zu helfen. Was wird sie finden, wenn sie in die Geheimnisse seines Geistes eindringt? SS/HG, HDT-konform, jedoch ohne Epilog. Übersetzung aus dem Englischen von ""Awake"" von Theolyn.",Awake – Wach,10-2019,
1, 2,, 10/15/2019,1.0,," 3,393",reviews,,Drama/Hurt/Comfort,English,K+,https://www.fanfiction.net/s/13410350/1/Promise,"Colin has saved up all his life to be able to take a photography master class. But what was supposed to be the best time ever soon turns sour when Colin realizes that all other participants are Purebloods. And they don't even take the class seriously. Except for Ben, who might be more than meets the eye.",Promise,10-2019,
11, 20, 30, 10/15/2019,42.0, 11/11/2019," 21,493",Natacha Nicole,,,French,M,https://www.fanfiction.net/s/13410338/1/Qu-est-ce-que-je-fais-l%C3%A0,"Mon nom est Natacha, je me suis endormi dans mon lit, avec mon chat. Quand je me suis réveillée, j'était quelqu'un d'autre. Dans un autre pays, une autre langue, un autre monde. Je me suis endormi Natacha, je me suis réveillé Lily Evans. Moi qui connait l'histoire de Harry Potter par coeur. Je sens qu'il n'y aura rien de pareil dans cette version.",Qu'est-ce que je fais là?,10-2019,
29, 21, 32, 10/15/2019,12.0, 11/28/2019," 77,365",RubberDuckiez,"Sirius B., Remus L., OC, Selwyn",Drama/Angst,English,T,https://www.fanfiction.net/s/13410336/1/Becoming-Ellie-Black,"(Sequel to ""Thistle & Black"") Ellie Selwyn has always seen her mother as her personal hero (more than Harry Potter). But when she returns home after her third year, she finds that while they are finally free of the domineering Evan Selwyn, it has come with a price. Part of which is coming to terms with the fact that she is the daughter of Sirius Black.",Becoming Ellie Black,10-2019,
1, 3, 5, 10/15/2019,1.0,," 2,254",reviews,,Romance/Fantasy,English,M,https://www.fanfiction.net/s/13410334/1/Fascination-in-Biology,Hermione wants some help from Neville in a herbology assignment. When she finds him alone in his dorm he is in a rather compromising situation.,Fascination in Biology,10-2019,
2, 23, 27, 10/15/2019,3.0, 11/10/2019," 5,711",Kazlerox,,Supernatural/Adventure,English,M,https://www.fanfiction.net/s/13410328/1/More-Potters,"Harry had a lot more relatives, and grows up loved with his uncle Lucien Potter. Heir Black is going to take the world by storm.",More Potters,10-2019,
1, 8, 15, 10/14/2019,1.0,," 1,339",reviews,"Harry P., Sirius B., Fleur D., OC",Drama/Romance,English,M,https://www.fanfiction.net/s/13410313/1/A-musicians-muse-and-temper,"High school AU! Harry Potter is a musical prodigy that comes once in a lifetime. Supremely talented but unmotivated he's spent the last few years coasting on little effort. With the recent murder of his and his sisters parents, not to mention his killing of the bastard Riddle, he's found a fire under his ass. Follow his journey through hormones, temperamental muses and teen romance",A musicians muse and temper,10-2019,
10, 12, 18, 10/14/2019,, 12/18/2019," 24,695",Fred-the-Moose,"Harry P., Remus L.",Romance,English,M,https://www.fanfiction.net/s/13410288/1/This-Situation,"And that was how Harry found himself in this situation, eyes locked on Remus' strong fingers, as they delicately dropped his customary one sugar cube in his tea. Unable to look away as they grabbed the spoon and stirred, the utensil gently clinking on the allowed Harry those few stolen moments to appreciate the man, however dangerous it was.",This Situation,10-2019,
1,,, 10/14/2019,11.0,, 332,reviews,Laura M.,Mystery,Spanish,T,https://www.fanfiction.net/s/13410261/1/Ni-lo-sue%C3%B1es,"Laura quería una vida mejor, al menos mientras dormía. Sin embargo, ella misma se buscó aquel destino, así que de una forma u otra, debía olvidarse de soñar. [Colección ""La Copa de la Casa"", edición 2019-2020]",Ni lo sueñes,10-2019,
1, 4, 9, 10/14/2019,2.0,," 1,392",reviews,"Severus S., George W., Rufus S., Fred W.",Humor/Drama,English,M,https://www.fanfiction.net/s/13410196/1/Witch-Wizard-Hogwarts-First-Annual-Witchless-Beauty-Pageant,"Hogwarts has depleted the funds reserved for orphaned/poor students as a result of the Second Wizarding War. Dumbledore and his co-conspirators have devised a plan to raise the necessary funds, a Mr. Witch Beauty Pageant. To give the illusion of unanimous support, Dumbledore has required all of the wizard faculty members to participate in addition to any outside volunteers.",Witch Wizard?: Hogwarts' First Annual Witchless Beauty Pageant,10-2019,
1, 7, 3, 10/14/2019,1.0,," 1,641",reviews,"Harry P., Sirius B., James P., Lily Evans P.",,English,K,https://www.fanfiction.net/s/13410186/1/Babysitting-Doesn-t-Get-Any-Easier,Lily and James have left Harry with Sirius again. You would think that they would learn. Or that Sirius would. Sequel to- Babysitting is Hard To Do. Trick or Treat Challenge,Babysitting Doesn't Get Any Easier,10-2019,
1, 31, 63, 10/14/2019,13.0,," 4,017",reviews,"Hermione G., Severus S.",,English,T,https://www.fanfiction.net/s/13410143/1/Fighter,"During a monthly outing with Lucius, Severus sees a new side to the Princess of Gryffindor. Will he like what he sees?",Fighter,10-2019,
4, 6, 11, 10/14/2019,3.0, 12/4/2019," 3,447",HyperFire16,"Sirius B., Remus L., James P., Lily Evans P.",Fantasy/Humor,English,T,https://www.fanfiction.net/s/13410139/1/Marauders-Back-in-Time-Time-is-Back-Book-1,"The marauders are lazing around one morning and discover a mysterious book that's from the future. Sirius decides to be stupid and put it on his head. They end up in 1993, and things are getting weird. Lily/James Co-written with James Potter2833 (Ichigo Briefs)","Marauders - Back in Time, Time is Back - Book 1",10-2019,
6, 15, 27, 10/14/2019,6.0, 11/30/2019," 11,797",PPygmyPuff,"Sirius B., Remus L., James P., OC",Humor/Adventure,English,T,https://www.fanfiction.net/s/13410126/1/A-Literary-Enigma,"She had just been hit by a car. It had gone right through her. ""So, I'm dead then?"" ""Kid, you're dead. Just not gone."" Who knew death would involve landing in the world of your favourite book? At least she still had Jamie...",A Literary Enigma,10-2019,
1, 476, 112, 10/14/2019,69.0,," 7,838",reviews,"[Draco M., Hermione G.]",Romance/Angst,English,M,https://www.fanfiction.net/s/13410124/1/Sickle-for-Your-Thoughts,"After a potions accident reveals her innermost thoughts to Draco Malfoy, Hermione Granger is in trouble.",Sickle for Your Thoughts,10-2019,"Draco M., Hermione G."
7,,, 10/14/2019,1.0, 10/22/2019," 18,806",pamelanatalia25,,Fantasy/Drama,Spanish,M,https://www.fanfiction.net/s/13410106/1/Estaremos-bien-Hermione,"Después de derrotar a Voldemort, Harry Ron y Hermione regresaron a casa para poder pensar en como seguirían sus vidas ahora que nadie los perseguía. Todos tenían algo que solucionar, todos tenían a alguien a quien amar. Solo que la distancia trae dudas nuevas o puede que aclare las ya existentes.",Estaremos bien Hermione,10-2019,
3, 4, 14, 10/14/2019,1.0, 10/20/2019," 11,434",Thatzgirl1,,Hurt/Comfort/Romance,English,M,https://www.fanfiction.net/s/13410093/1/Some-kind-of-new,"Ministry law enforcing marriage between a former Death Eater and the golden girl herself, But will the Death Eater in question prove to be a better man then everyone thought?",Some kind of new,10-2019,
1, 8, 6, 10/14/2019,,," 1,974",FeeBe,"Harry P., Albus D., Luna L., Phineas Nigellus",,English,K+,https://www.fanfiction.net/s/13410080/1/The-Headmaster-s-Office,Sequel to- The End is Just the Beginning. Harry heads up to the Headmasters office and tells Dumbledore what he really thinks. EWE. Soulmates. Trick or Treat Challenge- McGonagall 10- Soulmate,The Headmaster's Office,10-2019,
1, 11, 17, 10/14/2019,6.0,," 7,082",reviews,,Romance/Hurt/Comfort,English,T,https://www.fanfiction.net/s/13410020/1/Waking-Up,"The war is over, but there's still plenty of battles ahead for Hermione and Ron. Her parents are still in Australia, Ron is hiding secrets, and she has to wonder when she'll wake up and it's not from a nightmare. My version of an 'Australia fic', canon compliant- will add warnings at the beginning of each chapter",Waking Up,10-2019,
1, 28, 25, 10/14/2019,3.0,," 2,589",reviews,"[Hermione G., Remus L.] Teddy L.",Romance,English,T,https://www.fanfiction.net/s/13410019/1/Love-and-Chocolate,"A marriage law, a surprise heritage, and a werewolf, how complicated can things get for Hermione Granger when she returns for her 8th year at Hogwarts? A gift fic for Viola ( ViolaMoon)",Love and Chocolate,10-2019,"Hermione G., Remus L."
6, 8, 9, 10/14/2019,1.0, 10/31/2019," 1,284",catchingdragons,"[Harry P., Ginny W.] Teddy L., Albus S. P.",,English,K,https://www.fanfiction.net/s/13410013/1/All-Hallow-s-Eve,"It's just a bunch of hocus pocus, isn't it? / collection of Halloween drabbles / FLUFF / cover by atalienart@tumblr All our favourite OTPs, including Hinny, Scorbus, Jilly",All Hallow's Eve,10-2019,"Harry P., Ginny W."
2, 33, 8, 10/14/2019,5.0,," 6,667",everlovingdeer,"[Hugo W., OC]",Romance/Friendship,English,T,https://www.fanfiction.net/s/13409975/1/Another-Kind-of-Communication,"Did you learn sign language so you could talk to me? He made a motion as if slicing his right hand through his left – Of course He wanted me to ask why he'd put all the effort into learning an entire language for me. So, I asked – Why? He sighed slightly, speaking aloud yet quietly as he said, ""I wanted to be your friend.""",Another Kind of Communication,10-2019,"Hugo W., OC"
1, 3, 2, 10/14/2019,,," 2,030",FeeBe,"Harry P., Ron W., Hermione G.",,English,K+,https://www.fanfiction.net/s/13409947/1/Ron-Really-Wants-to-Know-What-is-Going-On,"Sequel to The Suitcase. Ron is confused, Harry knows what is going on and Hermione figures it out. And what's all this about Malfoy...I mean Draco. Trick or Treat Challenge- Potter- 12 Confused.",Ron Really Wants to Know What is Going On,10-2019,
2, 10, 5, 10/14/2019,7.0, 10/27/2019," 4,043",ZafiroKristalino,"Lucius M., Remus L.",Drama/Romance,Spanish,M,https://www.fanfiction.net/s/13409930/1/Instinto,Se alegraba que luego de tantos años su veela volviera a él en época de apareamiento. Remus/Lucius,Instinto,10-2019,
7, 19, 18, 10/14/2019,2.0, 10/23/2019," 8,899",YamiKaykaMotou,"Harry P., Voldemort",,English,M,https://www.fanfiction.net/s/13409926/1/Dark-Desires,AU of DH. Harry and his friends are held captive in Malfoy Manor and Voldemort has special plans for Harry. Voldemort/Harry. WARNING: Rated MA for content. COMPLETE.,Dark Desires,10-2019,
3, 1, 2, 10/14/2019,, 12/15/2019," 1,179",SpaceTime1969,,Humor,English,K+,https://www.fanfiction.net/s/13409884/1/Harry-Potter-and-the-Thoughts-from-an-Unconstrained-Creativity,A collection of random Harry Potter themed mental tangents.,Harry Potter and the Thoughts from an Unconstrained Creativity,10-2019,
1, 9, 2, 10/14/2019,6.0,," 1,028",reviews,"[Ginny W., Harry P.]",Romance,English,M,https://www.fanfiction.net/s/13409864/1/Changing-Room,Book Two of At the Gym. Inspired from conversations with Ks1999 and rbk2009.,Changing Room,10-2019,"Ginny W., Harry P."
5, 2, 3, 10/14/2019,1.0, 10/17/2019," 5,340",Bubblesalltheway,"Sirius B., Regulus B., Lily Evans P., James P.",Drama/Adventure,English,T,https://www.fanfiction.net/s/13409840/1/Black-and-Gold,Being Black meant something and always had. But what if it didn't? A look inside the mind of Sirius Black from his first day at Hogwarts.,Black and Gold,10-2019,
1, 1,, 10/14/2019,1.0,," 1,008",reviews,"Voldemort, Bellatrix L.",,English,M,https://www.fanfiction.net/s/13409813/1/Gaze,Goretober Day 14: Watching. Bellatrix wants to make sure that Voldemort never feels alone. (Warning for stalking themes.),Gaze,10-2019,
1, 9, 12, 10/14/2019,,, 801,Clovergirl18,,Adventure,English,K+,https://www.fanfiction.net/s/13409807/1/Secrets-and-Skates,Harry is the boy who lived. The boy who saved the wizarding world three times. And yet he has a secret. Harry is a self taught ice skater! What happens when this secret gets out?,Secrets and Skates,10-2019,
1, 2, 1, 10/14/2019,,, 760,Whatevermynature,"[Harry P., Theodore N.]",Angst/Romance,English,T,https://www.fanfiction.net/s/13409785/1/Blue-Black-Like-Midnight,"I saw more colors in your eyes that day, damp with un-shed tears, positively glistening- Christ, I always see stars when I look at you- but this was different, I understood why people say black is a mixture of all the colors because I didn't just see the stars I saw the entire sky. Blue-black like midnight, like memories. (Note from Harry to Theo, Muggle AU)",Blue-Black Like Midnight,10-2019,"Harry P., Theodore N."
1, 3, 5, 10/14/2019,,," 1,497",chocoluvr,,,English,T,https://www.fanfiction.net/s/13409745/1/A-Teacher-Conference,When Harry and Ginny Potter are summoned to Lily's muggle primary school for a parent teacher conference they are surprised to see who the Head Teacher is. They learn about a relatively new program that the Ministry of Magic is running.,A Teacher Conference,10-2019,
1, 3, 3, 10/14/2019,,, 216,Izzy,"Harry P., Draco M., Dudley D.",Humor,English,K+,https://www.fanfiction.net/s/13409736/1/To-Be-Blamed-on-a-Remark-on-the-Guns-and-Handcuffs,"That remark, made right after two short passages of Order of the Phoenix were released, being: what if the boy in the opening sentence was Draco?",To Be Blamed on a Remark on the Guns and Handcuffs,10-2019,
1,, 2, 10/14/2019,,," 2,053",InkFingerTips6,,Romance,English,T,https://www.fanfiction.net/s/13409718/1/Where-Loyalties-Lie,"After receiving her Dark Mark, Amelia Malfoy returns for her sixth year at Hogwarts. As the year goes by, she must decide where her own loyalties lie. Are they with her pureblood family or the one that she has come to love at Hogwarts. Rewrite of ""Amelia"" Rated T because who knows.",Where Loyalties Lie,10-2019,
4, 9, 16, 10/14/2019,2.0,," 4,940",Dancingwithmyshadow6,"Harry P., Hermione G., Ginny W., Cedric D.",Friendship/Romance,English,T,https://www.fanfiction.net/s/13409702/1/Not-What-She-Expected,"Hermione was just glad to finally be at the Burrow, she never thought that one summer could lead to so much!",Not What She Expected,10-2019,
2, 46, 58, 10/14/2019,13.0, 12/30/2019," 3,815",LaFolleLongue,"Harry P., Voldemort, Tom R. Jr.",Family/Humor,French,T,https://www.fanfiction.net/s/13409696/1/Sorcerer-s-Heir,"Le Mage Noir a un enfant illégitime. De qui ? Comment ? Mais surtout quand ? Le Dark Lord lui-même ignorait quand est-ce qu'il l'avait conçu. Cependant une chose était sûre, cette mini copie conforme de sa personne, ne pouvait pas être l'enfant de quelqu'un d'autre. Au départ, il avait voulu tuer ce bébé. Au départ... (SLASH léger dans le premier chapitre) Voldemort élève Harry",Sorcerer's Heir,10-2019,
7, 5, 7, 10/14/2019,1.0, 12/27/2019," 34,157",SimplyLaurel,"Sirius B., Remus L., James P., Lily Evans P.",,English,K,https://www.fanfiction.net/s/13409695/1/Flame-and-Phoenix,"The first of September, 1976, saw the beginnings of many things for Lily Evans and James Potter. Friendship, strife, laughter, heartache, and maybe, just maybe, love.",Flame and Phoenix,10-2019,
16, 2, 2, 10/14/2019,4.0, 12/6/2019," 10,869",CinderellaAtTheBall,,,English,T,https://www.fanfiction.net/s/13409693/1/The-Golden-Years,A series of unrelated drabbles that take place during the Trio era - 1. Justin knew it was going to be a bad day when he ran into Draco Malfoy and his cronies on his way to breakfast - 2. George completes a dare from Fred - 3. Neville is anxious about his Herbology grade - 4. Fleur is determined to prove herself during the Triwizard Tournament - 5. Roger prepares for the Yule Ball,The Golden Years,10-2019,
1, 168, 37, 10/14/2019,30.0,," 9,200",reviews,"[Hermione G., Theodore N.] Draco M., Pansy P.",Romance/Drama,English,M,https://www.fanfiction.net/s/13409692/1/The-Story-of-Us,"With graduation on top of them, and Hermione has several decisions to make. As the year draws to a close, a night of party games and a copious amount of booze, Hermione gets much more than she bargained for.",The Story of Us,10-2019,"Hermione G., Theodore N."
1, 6, 1, 10/14/2019,1.0,, 740,reviews,"Harry P., Ginny W., Albus S. P., James S. P.",Family,English,K,https://www.fanfiction.net/s/13409691/1/the-hidden-snitch,Albus exacts revenge.,the hidden snitch,10-2019,
1,,, 10/14/2019,,, 715,Prismiria,,,French,K,https://www.fanfiction.net/s/13409677/1/Ma-pr%C3%A9f%C3%A9rence-%C3%A0-moi,"Severus et Hermione sont maintenant en couple, à l'étonnement de certains!",Ma préférence à moi,10-2019,
9,,, 10/14/2019,1.0, 8h," 5,865",MoonytheMarauder1,"[Barty C. Jr., Regulus B.] Alecto C.",Angst,English,T,https://www.fanfiction.net/s/13409660/1/Stygian-Night,"A collection of Death Eater drabbles. First: Alecto Carrow is ready to obtain the respect she deserves, no matter the cost. / Barty confronts Regulus about the locket.",Stygian Night,10-2019,"Barty C. Jr., Regulus B."
2, 4, 3, 10/14/2019,1.0, 10/21/2019," 10,994",shybaby0723,"Harry P., Hermione G., Draco M., Ginny W.",Romance/Adventure,English,M,https://www.fanfiction.net/s/13409626/1/Battles,"Follow our favorite friends in their battles of life, love, and loss. R&R please. ALL PREVIUS STORIES OF THIS ACCOUNT ARE CURRENTLY BEING REWRITEN.",Battles,10-2019,
7, 32, 83, 10/14/2019,22.0, 11/19/2019," 15,156",100thatwitch,"Harry P., Hermione G., Draco M., Neville L.",,English,T,https://www.fanfiction.net/s/13409625/1/Lawless-Marriage-Law-Challenge,"Seven years after the war, the wizarding population is still severely decimated. The Ministry renews the marriage law and Hermione, who was just getting back to normal, has to contend with finding a mate, rising dark forces, and just getting to work.",Lawless (Marriage Law Challenge),10-2019,
1,,, 10/14/2019,,," 1,954",poisonrationalitie,"Rose W., Hugo W.",Family/Friendship,English,K,https://www.fanfiction.net/s/13409624/1/the-icing-on-the-cake,"Hugo's a good kid, but this is driving him mad.",the icing on the cake,10-2019,
1, 3, 1, 10/14/2019,1.0,, 187,reviews,"[Harry P., Luna L.]",Poetry/Romance,English,K,https://www.fanfiction.net/s/13409623/1/Down-by-the-Prairie,The bride wears gold like a unicorn foal.,Down by the Prairie,10-2019,"Harry P., Luna L."
1, 21, 16, 10/14/2019,6.0,," 2,848",reviews,"[Hermione G., Severus S.]",Hurt/Comfort,English,T,https://www.fanfiction.net/s/13409619/1/Pretend-it-s-Home,"After a spell goes wrong, Hermione and Severus are stuck with each other traveling through different worlds as Hermione tries to reverse the spell. A revelation shakes both of them as they finally come to terms with their new reality.",Pretend it's Home,10-2019,"Hermione G., Severus S."
6, 66, 70, 10/14/2019,13.0, 10/19/2019," 10,910",ironcheforegon,"[Harry P., Hermione G.]",Romance/Adventure,English,T,https://www.fanfiction.net/s/13409604/1/The-Stowaway,"A mysterious green-eyed stowaway is discovered aboard a cruise ship. Why is he there? Where is he going? A sweet, romantic short story set several years after Hogwarts. First person story told from the point of view of an outsider. H/Hr NOTE: Originally published on Portkey in 2010. Updated for 2019 with extra material missing from the original now finally included.",The Stowaway,10-2019,"Harry P., Hermione G."
1, 8, 8, 10/14/2019,,," 3,058",rubberducky221,"Ron W., Hermione G., Ginny W., Lavender B.",,English,M,https://www.fanfiction.net/s/13409602/1/Gryffindor-Goddess,Hermione asks for a very special birthday present this year.,Gryffindor Goddess,10-2019,
